name,price,points,position,team,team_pr,team_GF,team_GA,opponent,opponent_pr,opponent_GF,opponent_GA,Apps,Mins,Goals,Assists,SpG,Rating,Apps%,Mins%,Goals%,Assists%,GnA%,name_e
דויד אלאבה,8,0,M,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,7,604,0,1,1.3,6.965,0.7777777777777778,0.7587939698492462,0.0,0.09090909090909091,0.04,David Alaba
דייבי קלאסן,8,0,M,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,4,337,1,2,2.25,7.15,0.4444444444444444,0.4160493827160494,0.05555555555555555,0.14285714285714285,0.09375,Davy Klaassen
הקאן צ'לאנולו,8,0,M,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,8,659,3,4,2.45,7.32,1.0,0.971976401179941,0.1875,0.4444444444444444,0.28,Hakan Calhanoglu
טוני קרוס,8,0,M,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,5,450,0,0,2.0,6.81,0.625,0.6139154160982264,0.0,0.0,0.0,Toni Kroos
טורגן הזאר,8,0,M,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,6,496,1,2,0.9,7.26,0.6666666666666666,0.6123456790123457,0.03571428571428571,0.1,0.0625,Thorgan Hazard
טיאגו אלקנטרה,8,0,M,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,2,233,0,0,0.5,6.905,0.2857142857142857,0.36349453978159124,0.0,0.0,0.0,Thiago
יבהן קונופליאנקה,8,0,M,אוקראינה,0.398685614063681,0,0,הולנד,0.7444165802422154,0,0,1,54,0,0,1.0,6.39,0.14285714285714285,0.08571428571428572,0.0,0.0,0.0,Yevhen Konoplyanka
יוזואה קימיך,8,0,M,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,5,450,0,0,1.75,7.04,0.625,0.6139154160982264,0.0,0.0,0.0,Joshua Kimmich
לוקה מודריץ',8,0,M,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,6,576,1,0,1.05,7.165,0.6666666666666666,0.7111111111111111,0.08333333333333333,0.0,0.05,Luka Modric
מארק האמשיק,8,0,M,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,4,310,1,0,1.5,6.7,0.5714285714285714,0.49206349206349204,0.1111111111111111,0.0,0.0625,Marek Hamsik
מיסלאב אורשיץ',8,0,M,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,1,153,0,0,1.15,6.279999999999999,0.1111111111111111,0.18888888888888888,0.0,0.0,0.0,Mislav Orsic
מרסל זביצר,8,0,M,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,6,540,1,0,3.25,6.73,0.6666666666666666,0.678391959798995,0.07142857142857142,0.0,0.04,Marcel Sabitzer
פול פוגבה,8,0,M,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,5,462,0,0,1.4,6.859999999999999,0.5555555555555556,0.5703703703703704,0.0,0.0,0.0,Paul Pogba
קווינסי פרומס,8,0,M,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,3,277,0,0,1.5,6.59,0.3333333333333333,0.3419753086419753,0.0,0.0,0.0,Quincy Promes
תומא למר,8,0,M,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,2,180,0,0,1.0,6.95,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,Thomas Lemar
פדרי,7,0,M,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,2,185,0,1,0.7,6.79,0.2857142857142857,0.28861154446177845,0.0,0.0625,0.02857142857142857,Pedri
קוקה,7,0,M,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,3,270,0,2,1.25,7.195,0.42857142857142855,0.42121684867394693,0.0,0.125,0.05714285714285714,Koke
אדריין ראביו,7,0,M,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,7,633,0,1,1.0,7.025,0.7777777777777778,0.7814814814814814,0.0,0.125,0.045454545454545456,Adrien Rabiot
אלכסיי מירנצ'וק,7,0,M,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,2,231,0,1,0.25,6.57,0.25,0.32489451476793246,0.0,0.09090909090909091,0.038461538461538464,Aleksey Miranchuk
אלכסנדר גולובין,7,0,M,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,3,229,0,0,1.0,7.37,0.375,0.32208157524613223,0.0,0.0,0.0,Aleksandr Golovin
